Id,ORIGIN,DEST,DELAYS,ON_TIME,FLIGHTS,DELAY_RATIO
251,ATL,TYS,21.0,135.0,156,13.461538461538462
4090,TPA,IAH,26.0,101.0,156,16.666666666666668
4163,TYS,ATL,13.0,143.0,156,8.333333333333334
2439,MDW,DTW,37.0,117.0,156,23.71794871794872
3277,PHX,STL,28.0,125.0,155,18.06451612903226
3205,PHX,BWI,22.0,132.0,155,14.193548387096774
476,BOS,RDU,37.0,118.0,155,23.870967741935484
3765,SFO,SMF,73.0,74.0,155,47.096774193548384
4017,STL,PHX,22.0,129.0,155,14.193548387096774
3183,PHL,RDU,32.0,120.0,155,20.64516129032258
582,BWI,PHX,38.0,114.0,155,24.516129032258064
3645,SEA,HNL,24.0,131.0,155,15.483870967741936
3953,SMF,SFO,80.0,68.0,155,51.61290322580645
2409,MCO,SFO,31.0,121.0,155,20.0
1166,DFW,ONT,30.0,125.0,155,19.35483870967742
489,BOS,TPA,25.0,128.0,155,16.129032258064516
4073,TPA,BOS,22.0,131.0,155,14.193548387096774
3382,RDM,SFO,65.0,84.0,155,41.935483870967744
3394,RDU,DEN,38.0,117.0,155,24.516129032258064
3263,PHX,RNO,30.0,124.0,155,19.35483870967742
3756,SFO,RDM,69.0,80.0,155,44.516129032258064
589,BWI,SAN,35.0,115.0,155,22.580645161290324
3388,RDU,BOS,28.0,126.0,155,18.06451612903226
1631,HNL,SEA,12.0,143.0,155,7.741935483870968
2634,MSP,BNA,20.0,133.0,155,12.903225806451612
3447,RNO,PHX,28.0,126.0,155,18.06451612903226
2985,ORD,JFK,48.0,100.0,155,30.967741935483872
2899,ONT,DFW,18.0,135.0,155,11.612903225806452
3734,SFO,MCO,34.0,120.0,155,21.93548387096774
2262,LGB,SFO,70.0,80.0,155,45.16129032258065
1073,DEN,RDU,38.0,116.0,155,24.516129032258064
3501,SAN,BWI,19.0,132.0,155,12.258064516129032
1575,GRR,DTW,14.0,140.0,154,9.090909090909092
1203,DLH,MSP,23.0,127.0,154,14.935064935064934
2128,LAX,FLL,15.0,137.0,154,9.74025974025974
553,BWI,DFW,38.0,114.0,154,24.675324675324674
1499,FLL,LAX,32.0,120.0,154,20.77922077922078
2710,MSP,RAP,18.0,136.0,154,11.688311688311689
1253,DTW,GRR,17.0,137.0,154,11.03896103896104
3395,RDU,DFW,33.0,120.0,154,21.428571428571427
1110,DFW,BWI,38.0,116.0,154,24.675324675324674
2650,MSP,DLH,17.0,131.0,154,11.03896103896104
2923,ORD,BDL,37.0,113.0,154,24.025974025974026
3731,SFO,LGB,49.0,100.0,154,31.818181818181817
3374,RAP,MSP,11.0,143.0,154,7.142857142857143
331,BDL,ORD,24.0,126.0,154,15.584415584415584
1176,DFW,RDU,41.0,113.0,154,26.623376623376622
2612,MSN,MSP,13.0,140.0,153,8.49673202614379
2172,LAX,STL,41.0,112.0,153,26.797385620915033
4101,TPA,MIA,25.0,128.0,153,16.33986928104575
1493,FLL,IAH,20.0,104.0,153,13.071895424836601
4001,STL,LAX,27.0,126.0,153,17.647058823529413
1773,IAH,FLL,25.0,101.0,153,16.33986928104575
2697,MSP,MSN,10.0,143.0,153,6.5359477124183005
2558,MIA,TPA,22.0,131.0,153,14.379084967320262
2744,MSY,DEN,36.0,114.0,153,23.529411764705884
3202,PHX,BOS,33.0,117.0,152,21.710526315789473
3241,PHX,MCI,26.0,125.0,152,17.105263157894736
474,BOS,PHX,36.0,116.0,152,23.68421052631579
3517,SAN,IAH,12.0,111.0,152,7.894736842105263
1750,IAH,BOS,26.0,97.0,152,17.105263157894736
2335,MCI,PHX,22.0,129.0,152,14.473684210526315
967,DEN,ABQ,50.0,102.0,152,32.89473684210526
3029,ORD,RDU,29.0,119.0,151,19.205298013245034
3291,PIT,BOS,16.0,134.0,151,10.596026490066226
435,BOS,BNA,24.0,124.0,151,15.894039735099337
1066,DEN,PIT,27.0,124.0,151,17.880794701986755
373,BNA,BOS,29.0,119.0,151,19.205298013245034
3411,RDU,ORD,29.0,118.0,151,19.205298013245034
3436,RNO,DEN,21.0,128.0,151,13.907284768211921
1281,DTW,MSN,26.0,125.0,151,17.218543046357617
2603,MRY,LAX,29.0,117.0,151,19.205298013245034
475,BOS,PIT,25.0,125.0,151,16.556291390728475
1076,DEN,RNO,27.0,124.0,151,17.880794701986755
3973,SNA,SLC,11.0,140.0,151,7.28476821192053
3067,ORF,EWR,40.0,101.0,151,26.490066225165563
3295,PIT,DEN,22.0,129.0,151,14.56953642384106
3919,SLC,SNA,13.0,138.0,151,8.609271523178808
2608,MSN,DTW,20.0,131.0,151,13.245033112582782
2147,LAX,MRY,39.0,106.0,151,25.827814569536425
3810,SJC,ORD,12.0,136.0,150,8.0
774,CMH,DFW,28.0,121.0,150,18.666666666666668
160,ATL,GRR,18.0,132.0,150,12.0
8,ABQ,DFW,15.0,133.0,150,10.0
2066,LAS,MCI,38.0,112.0,150,25.333333333333332
3441,RNO,LAX,52.0,98.0,150,34.666666666666664
1456,FAT,SFO,53.0,95.0,150,35.333333333333336
2162,LAX,RNO,40.0,110.0,150,26.666666666666668
3559,SAT,IAH,14.0,110.0,150,9.333333333333334
1871,IND,DFW,34.0,113.0,150,22.666666666666668
1098,DFW,ABQ,36.0,112.0,150,24.0
2323,MCI,LAS,23.0,127.0,150,15.333333333333334
1116,DFW,CMH,36.0,113.0,150,24.0
3045,ORD,SJC,28.0,120.0,150,18.666666666666668
2925,ORD,BHM,20.0,124.0,150,13.333333333333334
1138,DFW,IND,44.0,105.0,150,29.333333333333332
1923,JAX,CLT,18.0,132.0,150,12.0
3949,SMF,PDX,37.0,113.0,150,24.666666666666668
3145,PDX,SMF,36.0,114.0,150,24.0
1826,IAH,SAT,15.0,108.0,150,10.0
1572,GRR,ATL,10.0,140.0,150,6.666666666666667
1412,EWR,ORF,35.0,106.0,150,23.333333333333332
724,CLT,JAX,26.0,122.0,149,17.449664429530202
3306,PIT,MDW,21.0,123.0,149,14.093959731543624
2435,MDW,CVG,21.0,127.0,149,14.093959731543624
2039,LAS,CLT,18.0,129.0,149,12.080536912751677
2466,MDW,PIT,29.0,113.0,149,19.463087248322147
3934,SMF,DFW,27.0,119.0,149,18.120805369127517
726,CLT,LAS,55.0,92.0,149,36.91275167785235
1407,EWR,MSP,43.0,101.0,149,28.859060402684563
3062,ORF,BWI,37.0,103.0,149,24.83221476510067
1193,DFW,SMF,53.0,96.0,149,35.57046979865772
579,BWI,ORF,37.0,104.0,149,24.83221476510067
2095,LAS,STL,35.0,113.0,148,23.64864864864865
3828,SJU,EWR,39.0,107.0,148,26.35135135135135
118,ATL,BUF,12.0,136.0,148,8.108108108108109
672,CLE,EWR,23.0,123.0,148,15.54054054054054
2758,MSY,MCO,37.0,111.0,148,25.0
2389,MCO,MSY,42.0,106.0,148,28.37837837837838
1431,EWR,SJU,43.0,103.0,148,29.054054054054053
4000,STL,LAS,25.0,122.0,148,16.89189189189189
508,BUF,ATL,19.0,129.0,148,12.837837837837839
839,CVG,MDW,24.0,122.0,148,16.216216216216218
436,BOS,BUF,29.0,116.0,147,19.727891156462587
398,BNA,MSP,26.0,121.0,147,17.687074829931973
1113,DFW,CLE,37.0,110.0,147,25.170068027210885
999,DEN,DSM,32.0,115.0,147,21.768707482993197
2810,OAK,DEN,31.0,114.0,147,21.08843537414966
3880,SLC,IDA,21.0,126.0,147,14.285714285714286
1055,DEN,OAK,36.0,111.0,147,24.489795918367346
562,BWI,ISP,29.0,111.0,147,19.727891156462587
1654,HOU,HRL,37.0,78.0,147,25.170068027210885
4119,TRI,ATL,14.0,131.0,147,9.523809523809524
452,BOS,IAH,29.0,90.0,147,19.727891156462587
1895,ISP,BWI,26.0,115.0,147,17.687074829931973
856,DAB,ATL,15.0,132.0,147,10.204081632653061
2177,LBB,DAL,43.0,101.0,147,29.25170068027211
1693,HRL,HOU,27.0,89.0,147,18.367346938775512
1857,IDA,SLC,18.0,129.0,147,12.244897959183673
670,CLE,DFW,32.0,114.0,147,21.768707482993197
246,ATL,TRI,21.0,124.0,147,14.285714285714286
881,DAL,LBB,55.0,89.0,147,37.414965986394556
134,ATL,DAB,18.0,128.0,147,12.244897959183673
509,BUF,BOS,19.0,126.0,147,12.92517006802721
205,ATL,OMA,13.0,132.0,146,8.904109589041095
312,AZO,ORD,34.0,109.0,146,23.28767123287671
3227,PHX,HOU,26.0,88.0,146,17.80821917808219
352,BHM,IAH,13.0,103.0,146,8.904109589041095
1362,EWR,AUS,33.0,110.0,145,22.75862068965517
2873,OMA,ATL,8.0,137.0,145,5.517241379310345
2552,MIA,SFO,49.0,95.0,145,33.793103448275865
3035,ORD,RSW,20.0,125.0,145,13.793103448275861
1671,HOU,PHX,34.0,77.0,145,23.448275862068964
3489,RSW,ORD,23.0,118.0,145,15.862068965517242
1801,IAH,MEM,20.0,98.0,145,13.793103448275861
3737,SFO,MIA,32.0,112.0,145,22.06896551724138
3568,SAT,ORD,29.0,112.0,145,20.0
2922,ORD,AZO,32.0,109.0,145,22.06896551724138
2701,MSP,OMA,18.0,126.0,144,12.5
1837,IAH,SNA,20.0,97.0,144,13.88888888888889
1917,JAN,IAH,22.0,93.0,144,15.277777777777779
2886,OMA,MSP,24.0,120.0,144,16.666666666666668
2597,MOB,IAH,14.0,103.0,144,9.722222222222221
3267,PHX,SAT,33.0,109.0,144,22.916666666666668
1451,FAT,LAX,22.0,122.0,144,15.277777777777779
1806,IAH,MOB,11.0,106.0,144,7.638888888888889
884,DAL,MAF,60.0,81.0,143,41.95804195804196
905,DAL,SFO,57.0,85.0,143,39.86013986013986
1951,JFK,DEN,38.0,105.0,143,26.573426573426573
3594,SBN,DTW,13.0,130.0,143,9.090909090909092
1306,DTW,SBN,16.0,127.0,143,11.188811188811188
2296,MAF,DAL,39.0,102.0,143,27.272727272727273
1028,DEN,JFK,41.0,100.0,143,28.67132867132867
272,AUS,EWR,34.0,106.0,143,23.776223776223777
3433,RIC,ORD,35.0,106.0,143,24.475524475524477
858,DAL,ABQ,40.0,103.0,143,27.972027972027973
3570,SAT,PHX,24.0,113.0,143,16.783216783216783
6,ABQ,DAL,37.0,103.0,143,25.874125874125873
2317,MCI,DTW,6.0,136.0,142,4.225352112676056
406,BNA,RDU,29.0,113.0,142,20.422535211267604
2497,MEM,IAH,24.0,92.0,142,16.901408450704224
1271,DTW,MCI,9.0,132.0,142,6.338028169014085
3030,ORD,RIC,22.0,117.0,141,15.602836879432624
1768,IAH,DTW,16.0,99.0,141,11.347517730496454
1882,IND,MSP,13.0,128.0,141,9.21985815602837
3711,SFO,DAL,67.0,74.0,141,47.5177304964539
989,DEN,CMH,26.0,115.0,141,18.43971631205674
773,CMH,DEN,17.0,121.0,141,12.056737588652481
2674,MSP,IND,14.0,126.0,140,10.0
248,ATL,TUL,30.0,110.0,140,21.428571428571427
2483,MDW,TPA,33.0,107.0,140,23.571428571428573
477,BOS,RIC,25.0,114.0,140,17.857142857142858
1787,IAH,JAN,16.0,98.0,140,11.428571428571429
3674,SEA,PHL,22.0,115.0,140,15.714285714285714
3758,SFO,RNO,56.0,83.0,140,40.0
4128,TUL,ATL,21.0,119.0,140,15.0
4098,TPA,MDW,25.0,113.0,140,17.857142857142858
3422,RIC,BOS,25.0,114.0,140,17.857142857142858
1423,EWR,SAN,31.0,105.0,139,22.302158273381295
668,CLE,DCA,21.0,114.0,139,15.107913669064748
3187,PHL,SEA,34.0,101.0,139,24.46043165467626
927,DCA,CLE,15.0,120.0,139,10.79136690647482
3449,RNO,SFO,45.0,91.0,139,32.37410071942446
1353,EUG,SFO,51.0,88.0,139,36.69064748201439
3716,SFO,EUG,52.0,86.0,139,37.410071942446045
2689,MSP,MCO,15.0,123.0,138,10.869565217391305
2748,MSY,FLL,26.0,106.0,138,18.840579710144926
1659,HOU,LAX,41.0,74.0,138,29.71014492753623
1557,GFK,MSP,9.0,128.0,138,6.521739130434782
2130,LAX,HOU,52.0,59.0,138,37.68115942028985
1507,FLL,MSY,25.0,106.0,138,18.115942028985508
2388,MCO,MSP,18.0,120.0,138,13.043478260869565
987,DEN,CLE,20.0,117.0,137,14.598540145985401
1783,IAH,IAD,23.0,94.0,137,16.78832116788321
3962,SNA,IAH,11.0,98.0,137,8.02919708029197
4180,XNA,ATL,14.0,123.0,137,10.218978102189782
2653,MSP,EWR,40.0,95.0,137,29.197080291970803
1435,EWR,STL,50.0,77.0,137,36.496350364963504
4084,TPA,DTW,9.0,128.0,137,6.569343065693431
2193,LEX,ORD,32.0,98.0,137,23.357664233576642
1315,DTW,TPA,15.0,122.0,137,10.94890510948905
254,ATL,XNA,26.0,111.0,137,18.978102189781023
2989,ORD,LEX,27.0,103.0,137,19.708029197080293
919,DAY,ORD,20.0,113.0,136,14.705882352941176
2662,MSP,GFK,9.0,127.0,136,6.617647058823529
3866,SLC,DTW,11.0,124.0,136,8.088235294117647
1311,DTW,SLC,7.0,129.0,136,5.147058823529412
1270,DTW,MBS,25.0,109.0,135,18.51851851851852
2302,MBS,DTW,14.0,121.0,135,10.37037037037037
395,BNA,MCO,24.0,110.0,135,17.77777777777778
2352,MCO,BNA,34.0,101.0,135,25.185185185185187
2370,MCO,HOU,28.0,86.0,135,20.74074074074074
1189,DFW,SJC,28.0,106.0,134,20.895522388059703
2588,MLB,ATL,3.0,130.0,134,2.2388059701492535
984,DEN,BZN,19.0,114.0,134,14.17910447761194
982,DEN,BUR,34.0,100.0,134,25.37313432835821
3796,SJC,DFW,20.0,114.0,134,14.925373134328359
3430,RIC,LGA,41.0,87.0,134,30.597014925373134
3510,SAN,EWR,29.0,99.0,134,21.64179104477612
2055,LAS,HOU,32.0,79.0,134,23.880597014925375
1663,HOU,MCO,41.0,70.0,134,30.597014925373134
193,ATL,MLB,11.0,123.0,134,8.208955223880597
601,BZN,DEN,20.0,113.0,134,14.925373134328359
389,BNA,IAH,19.0,90.0,133,14.285714285714286
1658,HOU,LAS,21.0,87.0,133,15.789473684210526
3033,ORD,ROC,19.0,114.0,133,14.285714285714286
2241,LGA,RIC,43.0,84.0,133,32.330827067669176
3463,ROC,ORD,23.0,109.0,133,17.293233082706767
3387,RDU,BNA,23.0,109.0,132,17.424242424242426
526,BUR,DEN,29.0,101.0,132,21.96969696969697
3350,PVD,CLT,13.0,115.0,130,10.0
1227,DTW,BDL,24.0,106.0,130,18.46153846153846
1094,DEN,TUL,29.0,101.0,130,22.307692307692307
1158,DFW,MKE,39.0,91.0,130,30.0
2071,LAS,MKE,31.0,99.0,130,23.846153846153847
2568,MKE,DFW,32.0,96.0,130,24.615384615384617
2087,LAS,SAT,41.0,83.0,130,31.53846153846154
745,CLT,PVD,26.0,102.0,130,20.0
3561,SAT,LAS,27.0,99.0,130,20.76923076923077
1798,IAH,MAF,11.0,97.0,130,8.461538461538462
2300,MAF,IAH,13.0,95.0,130,10.0
2572,MKE,LAS,16.0,114.0,130,12.307692307692308
2475,MDW,SEA,38.0,89.0,130,29.23076923076923
3662,SEA,MDW,41.0,87.0,130,31.53846153846154
993,DEN,CVG,27.0,101.0,129,20.930232558139537
2937,ORD,CAK,25.0,102.0,129,19.37984496124031
944,DCA,LGA,30.0,92.0,129,23.25581395348837
623,CAK,ORD,21.0,105.0,128,16.40625
644,CHS,EWR,36.0,86.0,128,28.125
1053,DEN,MSY,30.0,97.0,128,23.4375
2664,MSP,GRR,8.0,119.0,127,6.299212598425197
1580,GRR,MSP,10.0,117.0,127,7.874015748031496
1447,FAR,MSP,11.0,115.0,127,8.661417322834646
1209,DSM,DEN,15.0,111.0,127,11.811023622047244
2631,MSP,BIS,11.0,114.0,127,8.661417322834646
1071,DEN,RAP,25.0,101.0,127,19.68503937007874
365,BIS,MSP,13.0,114.0,127,10.236220472440944
7,ABQ,DEN,19.0,108.0,127,14.960629921259843
2655,MSP,FAR,10.0,114.0,126,7.936507936507937
357,BHM,ORD,11.0,111.0,126,8.73015873015873
1376,EWR,CHS,32.0,87.0,126,25.396825396825395
2210,LGA,DCA,27.0,90.0,126,21.428571428571427
4171,TYS,ORD,29.0,95.0,126,23.015873015873016
387,BNA,FLL,30.0,95.0,126,23.80952380952381
3059,ORD,TYS,22.0,102.0,126,17.46031746031746
1472,FLL,BNA,32.0,93.0,126,25.396825396825395
3302,PIT,LAS,22.0,104.0,126,17.46031746031746
320,BDL,DTW,14.0,112.0,126,11.11111111111111
1532,FSD,DEN,21.0,103.0,125,16.8
3529,SAN,MSP,15.0,110.0,125,12.0
2083,LAS,PIT,31.0,94.0,125,24.8
3474,RSW,CLT,9.0,115.0,125,7.2
235,ATL,SJU,14.0,110.0,125,11.2
1441,EYW,ATL,8.0,117.0,125,6.4
2718,MSP,SAN,13.0,112.0,125,10.4
148,ATL,EYW,7.0,118.0,125,5.6
3820,SJU,ATL,6.0,119.0,125,4.8
3615,SDF,MDW,16.0,106.0,124,12.903225806451612
2078,LAS,ONT,49.0,74.0,124,39.516129032258064
4134,TUL,IAH,11.0,87.0,124,8.870967741935484
943,DCA,LAX,29.0,94.0,124,23.387096774193548
866,DAL,BWI,25.0,98.0,124,20.161290322580644
2474,MDW,SDF,41.0,79.0,124,33.064516129032256
598,BWI,STL,27.0,95.0,124,21.774193548387096
2140,LAX,MCI,32.0,90.0,124,25.806451612903224
2326,MCI,MCO,14.0,109.0,124,11.290322580645162
359,BIL,DEN,8.0,116.0,124,6.451612903225806
3702,SFO,BOI,42.0,80.0,124,33.87096774193548
551,BWI,DAL,43.0,80.0,124,34.67741935483871
1471,FLL,BDL,32.0,92.0,124,25.806451612903224
3720,SFO,FLL,32.0,91.0,124,25.806451612903224
3089,PBI,CLT,16.0,107.0,124,12.903225806451612
279,AUS,LAS,36.0,85.0,124,29.032258064516128
2118,LAX,DCA,20.0,102.0,124,16.129032258064516
1117,DFW,COS,40.0,82.0,124,32.25806451612903
3647,SEA,IAD,20.0,104.0,124,16.129032258064516
2324,MCI,LAX,29.0,95.0,124,23.387096774193548
2900,ONT,LAS,48.0,75.0,124,38.70967741935484
1460,FCA,DEN,14.0,109.0,124,11.290322580645162
2920,ORD,AVL,29.0,90.0,124,23.387096774193548
1010,DEN,GEG,26.0,98.0,124,20.967741935483872
2263,LGB,SJC,34.0,86.0,124,27.419354838709676
1731,IAD,SEA,18.0,106.0,124,14.516129032258064
1008,DEN,FSD,32.0,91.0,124,25.806451612903224
322,BDL,FLL,46.0,78.0,124,37.096774193548384
1006,DEN,FCA,24.0,99.0,124,19.35483870967742
740,CLT,PBI,30.0,93.0,124,24.193548387096776
1687,HPN,MCO,32.0,86.0,124,25.806451612903224
2382,MCO,MCI,24.0,99.0,124,19.35483870967742
977,DEN,BIL,18.0,106.0,124,14.516129032258064
750,CLT,RSW,25.0,99.0,124,20.161290322580644
3982,STL,BWI,28.0,96.0,124,22.580645161290324
3804,SJC,LGB,19.0,101.0,124,15.32258064516129
2026,LAS,AUS,33.0,88.0,124,26.612903225806452
2271,LIH,OGG,3.0,121.0,124,2.4193548387096775
2844,OGG,LIH,4.0,118.0,124,3.225806451612903
932,DCA,DEN,22.0,101.0,124,17.741935483870968
305,AVL,ORD,29.0,88.0,124,23.387096774193548
3943,SMF,LGB,27.0,97.0,124,21.774193548387096
1449,FAT,DEN,19.0,103.0,124,15.32258064516129
201,ATL,MYR,15.0,108.0,124,12.096774193548388
2371,MCO,HPN,31.0,89.0,124,25.0
799,COS,DFW,29.0,93.0,124,23.387096774193548
1544,GEG,DEN,15.0,107.0,124,12.096774193548388
1005,DEN,FAT,23.0,100.0,124,18.548387096774192
427,BOI,SFO,47.0,77.0,124,37.903225806451616
2780,MYR,ATL,10.0,114.0,124,8.064516129032258
996,DEN,DCA,24.0,100.0,124,19.35483870967742
1520,FLL,SFO,37.0,87.0,124,29.838709677419356
2738,MSY,BWI,30.0,90.0,123,24.390243902439025
1318,DTW,TVC,25.0,96.0,123,20.32520325203252
296,AUS,SEA,18.0,104.0,123,14.634146341463415
4156,TVC,DTW,20.0,101.0,123,16.260162601626018
574,BWI,MSY,42.0,78.0,123,34.146341463414636
3623,SEA,AUS,12.0,110.0,123,9.75609756097561
2265,LGB,SMF,17.0,106.0,123,13.821138211382113
776,CMH,EWR,40.0,74.0,123,32.520325203252035
2472,MDW,SAN,33.0,87.0,122,27.049180327868854
3526,SAN,MDW,9.0,110.0,122,7.377049180327869
1357,EVV,ORD,7.0,111.0,122,5.737704918032787
1442,FAI,ANC,6.0,116.0,122,4.918032786885246
2645,MSP,CVG,11.0,111.0,122,9.01639344262295
2913,ORD,ALB,18.0,102.0,122,14.754098360655737
675,CLE,IAH,17.0,84.0,122,13.934426229508198
2961,ORD,EVV,16.0,102.0,121,13.223140495867769
1965,JFK,MSP,23.0,97.0,121,19.00826446280992
3872,SLC,GEG,10.0,111.0,121,8.264462809917354
701,CLT,AUS,23.0,96.0,121,19.00826446280992
1555,GEG,SLC,8.0,113.0,121,6.6115702479338845
1748,IAH,BHM,9.0,88.0,121,7.43801652892562
2679,MSP,JFK,19.0,101.0,121,15.702479338842975
1022,DEN,ICT,24.0,96.0,121,19.834710743801654
264,AUS,CLT,18.0,101.0,121,14.87603305785124
3762,SFO,SBP,48.0,65.0,120,40.0
3368,PWM,JFK,25.0,89.0,120,20.833333333333332
413,BNA,TPA,32.0,88.0,120,26.666666666666668
2032,LAS,BOS,40.0,79.0,120,33.333333333333336
1975,JFK,PWM,37.0,77.0,120,30.833333333333332
380,BNA,DAL,39.0,79.0,120,32.5
1204,DLH,ORD,27.0,87.0,120,22.5
2023,LAS,ABQ,38.0,80.0,120,31.666666666666668
2956,ORD,DLH,25.0,85.0,120,20.833333333333332
585,BWI,PWM,17.0,98.0,120,14.166666666666666
3362,PWM,BWI,33.0,80.0,120,27.5
155,ATL,FWA,22.0,98.0,120,18.333333333333332
2165,LAX,SBA,32.0,87.0,120,26.666666666666668
140,ATL,DHN,22.0,98.0,120,18.333333333333332
1337,ELP,DAL,21.0,92.0,120,17.5
2166,LAX,SBP,29.0,90.0,120,24.166666666666668
1641,HOU,BNA,21.0,78.0,120,17.5
3589,SBA,LAX,20.0,99.0,120,16.666666666666668
388,BNA,HOU,28.0,69.0,120,23.333333333333332
2164,LAX,SAT,25.0,92.0,120,20.833333333333332
2825,OAK,MDW,18.0,102.0,120,15.0
729,CLT,MCI,21.0,99.0,120,17.5
3562,SAT,LAX,17.0,101.0,120,14.166666666666666
591,BWI,SDF,27.0,87.0,120,22.5
3593,SBN,ATL,18.0,102.0,120,15.0
83,ANC,PDX,20.0,100.0,120,16.666666666666668
456,BOS,LAS,43.0,76.0,120,35.833333333333336
863,DAL,BNA,29.0,91.0,120,24.166666666666668
2355,MCO,BUF,36.0,84.0,120,30.0
874,DAL,ELP,40.0,75.0,120,33.333333333333336
859,DAL,AMA,41.0,78.0,120,34.166666666666664
4072,TPA,BNA,15.0,104.0,120,12.5
2458,MDW,OAK,29.0,91.0,120,24.166666666666668
55,ALB,ORD,28.0,90.0,120,23.333333333333332
58,AMA,DAL,26.0,93.0,120,21.666666666666668
912,DAL,TUL,37.0,81.0,120,30.833333333333332
2311,MCI,CLT,14.0,106.0,120,11.666666666666666
12,ABQ,LAS,24.0,91.0,120,20.0
1201,DHN,ATL,27.0,93.0,120,22.5
2642,MSP,CLE,15.0,104.0,120,12.5
228,ATL,SBN,17.0,103.0,120,14.166666666666666
4129,TUL,DAL,28.0,89.0,120,23.333333333333332
1537,FWA,ATL,14.0,106.0,120,11.666666666666666
3606,SDF,BWI,24.0,90.0,120,20.0
519,BUF,MCO,23.0,97.0,120,19.166666666666668
3601,SBP,SFO,39.0,73.0,120,32.5
3599,SBP,LAX,34.0,85.0,120,28.333333333333332
232,ATL,SGF,21.0,98.0,119,17.647058823529413
611,BZN,SLC,8.0,111.0,119,6.722689075630252
1712,IAD,EWR,36.0,82.0,119,30.252100840336134
3718,SFO,FAT,41.0,78.0,119,34.45378151260504
3101,PDX,ANC,11.0,108.0,119,9.243697478991596
3773,SGF,ATL,13.0,106.0,119,10.92436974789916
157,ATL,GPT,16.0,103.0,119,13.445378151260504
3854,SLC,BZN,17.0,102.0,119,14.285714285714286
1562,GPT,ATL,12.0,107.0,119,10.084033613445378
362,BIL,SLC,11.0,106.0,118,9.322033898305085
393,BNA,LGA,24.0,90.0,118,20.338983050847457
391,BNA,LAS,28.0,89.0,118,23.728813559322035
679,CLE,MCO,16.0,102.0,118,13.559322033898304
394,BNA,MCI,17.0,99.0,118,14.40677966101695
682,CLE,MSP,16.0,102.0,118,13.559322033898304
4190,YUM,PHX,13.0,105.0,118,11.016949152542374
2308,MCI,BNA,22.0,95.0,118,18.64406779661017
3222,PHX,FLG,13.0,104.0,118,11.016949152542374
1422,EWR,RSW,32.0,79.0,118,27.11864406779661
3282,PHX,YUM,24.0,94.0,118,20.338983050847457
1466,FLG,PHX,13.0,104.0,118,11.016949152542374
3344,PSP,PHX,15.0,103.0,118,12.711864406779661
3242,PHX,MCO,18.0,99.0,118,15.254237288135593
2358,MCO,CLE,20.0,98.0,118,16.949152542372882
3480,RSW,EWR,43.0,66.0,118,36.440677966101696
2398,MCO,PHX,29.0,89.0,118,24.576271186440678
3847,SLC,BIL,18.0,100.0,118,15.254237288135593
3451,RNO,SLC,11.0,107.0,118,9.322033898305085
3911,SLC,RNO,14.0,104.0,118,11.864406779661017
2030,LAS,BNA,23.0,94.0,118,19.491525423728813
3260,PHX,PSP,17.0,101.0,118,14.40677966101695
3985,STL,CLT,12.0,105.0,117,10.256410256410257
3889,SLC,MCO,18.0,98.0,117,15.384615384615385
2411,MCO,SLC,19.0,98.0,117,16.23931623931624
136,ATL,DAY,18.0,99.0,117,15.384615384615385
913,DAY,ATL,12.0,105.0,117,10.256410256410257
1118,DFW,CVG,19.0,98.0,117,16.23931623931624
4130,TUL,DEN,7.0,110.0,117,5.982905982905983
649,CHS,JFK,27.0,86.0,117,23.076923076923077
1946,JFK,CHS,29.0,85.0,117,24.786324786324787
760,CLT,STL,28.0,89.0,117,23.931623931623932
1816,IAH,PHL,19.0,73.0,117,16.23931623931624
1846,ICT,DEN,23.0,92.0,116,19.82758620689655
1367,EWR,BNA,22.0,90.0,116,18.96551724137931
1668,HOU,OKC,20.0,73.0,116,17.24137931034483
813,CRP,HOU,27.0,63.0,116,23.275862068965516
1646,HOU,CRP,36.0,53.0,116,31.03448275862069
828,CVG,DFW,26.0,88.0,116,22.413793103448278
1971,JFK,PDX,19.0,95.0,116,16.379310344827587
1681,HOU,STL,26.0,68.0,116,22.413793103448278
2581,MKE,PHX,7.0,109.0,116,6.0344827586206895
770,CMH,BWI,12.0,99.0,116,10.344827586206897
3597,SBN,ORD,20.0,93.0,116,17.24137931034483
2860,OKC,HOU,26.0,69.0,116,22.413793103448278
3039,ORD,SBN,19.0,94.0,116,16.379310344827587
3997,STL,HOU,27.0,68.0,116,23.275862068965516
549,BWI,CMH,31.0,79.0,116,26.724137931034484
3247,PHX,MKE,19.0,96.0,116,16.379310344827587
2908,ONT,SJC,28.0,88.0,116,24.137931034482758
3122,PDX,JFK,19.0,93.0,116,16.379310344827587
3037,ORD,SAT,34.0,79.0,116,29.310344827586206
2620,MSO,SLC,10.0,105.0,115,8.695652173913043
1007,DEN,FLL,17.0,97.0,115,14.782608695652174
149,ATL,FAY,19.0,96.0,115,16.52173913043478
3809,SJC,ONT,34.0,80.0,115,29.565217391304348
3894,SLC,MSO,17.0,98.0,115,14.782608695652174
1996,JNU,ANC,17.0,97.0,115,14.782608695652174
2360,MCO,CMH,16.0,96.0,115,13.91304347826087
77,ANC,JNU,6.0,108.0,115,5.217391304347826
1458,FAY,ATL,20.0,95.0,115,17.391304347826086
782,CMH,MCO,21.0,93.0,115,18.26086956521739
2490,MEM,CLT,10.0,103.0,114,8.771929824561404
